cogid,bucket,run_accession
QEUH-140812C,demo_samples,ERR5557443
QEUH-1407916,demo_samples,ERR5557458
QEUH-1407DCF,demo_samples,ERR5557373
QEUH-1407F23,demo_samples,ERR5557370
QEUH-1408010,demo_samples,ERR5557410
QEUH-1407864,demo_samples,ERR5557483
QEUH-1407C0E,demo_samples,ERR5557466
QEUH-1407CC2,demo_samples,ERR5557467
QEUH-1407E17,demo_samples,ERR5553505
QEUH-1408098,demo_samples,ERR5557502
QEUH-1407749,demo_samples,ERR5557403
QEUH-1407AE6,demo_samples,ERR5557413
QEUH-14081D1,demo_samples,ERR5557444
QEUH-1407FC9,demo_samples,ERR5557459
QEUH-1407FAB,demo_samples,ERR5557437
QEUH-14079DA,demo_samples,ERR5557485
QEUH-1408872,demo_samples,ERR5553750
QEUH-1409158,demo_samples,ERR5557607
QEUH-140871B,demo_samples,ERR5553784
QEUH-140856C,demo_samples,ERR5553713
QEUH-14085B7,demo_samples,ERR5553795
QEUH-140854E,demo_samples,ERR5553683
QEUH-14083BD,demo_samples,ERR5553663
QEUH-1409291,demo_samples,ERR5557551
QEUH-1408362,demo_samples,ERR5553776
QEUH-1408344,demo_samples,ERR5557612
QEUH-1408380,demo_samples,ERR5557522
QEUH-140911C,demo_samples,ERR5557550
QEUH-14091D0,demo_samples,ERR5553677
QEUH-14093CB,demo_samples,ERR5557652
QEUH-14086A5,demo_samples,ERR5553670
QEUH-14090F1,demo_samples,ERR5553631
QEUH-14083DB,demo_samples,ERR5553696
QEUH-140913A,demo_samples,ERR5557580
QEUH-1408371,demo_samples,ERR5553792
QEUH-140853F,demo_samples,ERR5553667
QEUH-14085D5,demo_samples,ERR5553621
QEUH-1408F6E,demo_samples,ERR5557525
QEUH-1408863,demo_samples,ERR5557605
QEUH-14083EA,demo_samples,ERR5553711
QEUH-14085C6,demo_samples,ERR5557530
QEUH-1408353,demo_samples,ERR5553757
QEUH-1409370,demo_samples,ERR5557601
QEUH-140870C,demo_samples,ERR5553767
QEUH-14086F0,demo_samples,ERR5557616
QEUH-140848D,demo_samples,ERR5553682
QEUH-1408EAD,demo_samples,ERR5557524
QEUH-1409000,demo_samples,ERR5557646
QEUH-140945F,demo_samples,ERR5557639
QEUH-1408793,demo_samples,ERR5553716
QEUH-1408414,demo_samples,ERR5553759
QEUH-14083F9,demo_samples,ERR5553724
QEUH-14085F3,demo_samples,ERR5553669
QEUH-140847E,demo_samples,ERR5553665
QEUH-14092BF,demo_samples,ERR5557582
QEUH-14093BC,demo_samples,ERR5557650
QEUH-1409273,demo_samples,ERR5553635
QEUH-1408775,demo_samples,ERR5553686
QEUH-14086E1,demo_samples,ERR5557603
QEUH-140857B,demo_samples,ERR5553727
QEUH-1408784,demo_samples,ERR5553701
QEUH-14082FC,demo_samples,ERR5557533
QEUH-1408EE9,demo_samples,ERR5553688
QEUH-1408441,demo_samples,ERR5553594
QEUH-140855D,demo_samples,ERR5553698
QEUH-14087C0,demo_samples,ERR5553769
QEUH-1409325,demo_samples,ERR5553637
QEUH-140865A,demo_samples,ERR5553782
QEUH-1408FAA,demo_samples,ERR5553689
QEUH-1409219,demo_samples,ERR5557608
QEUH-140902E,demo_samples,ERR5557526
QEUH-14093AD,demo_samples,ERR5557637
QEUH-14088AF,demo_samples,ERR5553799
QEUH-14090B5,demo_samples,ERR5553774
QEUH-1408854,demo_samples,ERR5553717
QEUH-140903D,demo_samples,ERR5553629
QEUH-1408696,demo_samples,ERR5553646
QEUH-14087B1,demo_samples,ERR5557617
QEUH-140939E,demo_samples,ERR5553756
QEUH-140912B,demo_samples,ERR5557563
QEUH-1408F04,demo_samples,ERR5557594
QEUH-1409440,demo_samples,ERR5557627
QEUH-1408335,demo_samples,ERR5553722
QEUH-1408423,demo_samples,ERR5553777
QEUH-14087A2,demo_samples,ERR5557604
QEUH-140861E,demo_samples,ERR5553699
QEUH-1408432,demo_samples,ERR5553793
QEUH-1408766,demo_samples,ERR5553671
QEUH-14085E4,demo_samples,ERR5553644
QEUH-14093F8,demo_samples,ERR5553681
QEUH-140860F,demo_samples,ERR5553684
QEUH-14087EE,demo_samples,ERR5553798
QEUH-1408FF5,demo_samples,ERR5553773
QEUH-1408511,demo_samples,ERR5553615
QEUH-1408405,demo_samples,ERR5557613
QEUH-1409343,demo_samples,ERR5553680
QEUH-14082ED,demo_samples,ERR5553613
QEUH-140864B,demo_samples,ERR5553765
QEUH-1408520,demo_samples,ERR5557536
QEUH-14084D8,demo_samples,ERR5553761
QEUH-1408ECB,demo_samples,ERR5553652
QEUH-140872A,demo_samples,ERR5553797
QEUH-14082DE,demo_samples,ERR5553617
QEUH-1408F8C,demo_samples,ERR5553654
QEUH-1408809,demo_samples,ERR5557529
QEUH-1408748,demo_samples,ERR5557531
QEUH-140863C,demo_samples,ERR5553729
QEUH-1408599,demo_samples,ERR5553763
QEUH-1408317,demo_samples,ERR5553695
QEUH-1409237,demo_samples,ERR5557633
QEUH-14084C9,demo_samples,ERR5557614
QEUH-1408502,demo_samples,ERR5557521
QEUH-140858A,demo_samples,ERR5557615
QEUH-1408757,demo_samples,ERR5553647
QEUH-1408F5F,demo_samples,ERR5557648
QEUH-1408739,demo_samples,ERR5553601
QEUH-1408FC8,demo_samples,ERR5557596
QEUH-14084AB,demo_samples,ERR5553712
QEUH-14087FD,demo_samples,ERR5557523
QEUH-1408890,demo_samples,ERR5553787
QEUH-14091FE,demo_samples,ERR5557581
QEUH-14087DF,demo_samples,ERR5553786
QEUH-14086C3,demo_samples,ERR5553700
QEUH-14091B2,demo_samples,ERR5553633
QEUH-14084F6,demo_samples,ERR5553794
QEUH-14086B4,demo_samples,ERR5553685
QEUH-1408818,demo_samples,ERR5553649
QEUH-140839F,demo_samples,ERR5553596
QEUH-140846F,demo_samples,ERR5557535
QEUH-1408881,demo_samples,ERR5553771
QEUH-1409097,demo_samples,ERR5557606
QEUH-14083AE,demo_samples,ERR5557534
QEUH-1408669,demo_samples,ERR5553796
QEUH-1409079,demo_samples,ERR5557579
QEUH-1408836,demo_samples,ERR5553687
QEUH-14093DA,demo_samples,ERR5553639
QEUH-1408827,demo_samples,ERR5553672
QEUH-140862D,demo_samples,ERR5553714
QEUH-140906A,demo_samples,ERR5553691
QEUH-140849C,demo_samples,ERR5553697
QEUH-1408845,demo_samples,ERR5553702
QEUH-1409088,demo_samples,ERR5557598
QEUH-1408450,demo_samples,ERR5553619
QEUH-14084E7,demo_samples,ERR5553779
QEUH-14085A8,demo_samples,ERR5553781
QEUH-1409361,demo_samples,ERR5557584
QEUH-14092FB,demo_samples,ERR5557635
QEUH-140938F,demo_samples,ERR5557610
QEUH-1408F40,demo_samples,ERR5553788
QEUH-14086D2,demo_samples,ERR5553715
QEUH-14092DD,demo_samples,ERR5557609
QEUH-1408687,demo_samples,ERR5553603
QEUH-140904C,demo_samples,ERR5553656
QEUH-1409176,demo_samples,ERR5553775
QEUH-1408678,demo_samples,ERR5553599
QEUH-1408326,demo_samples,ERR5553710
CAMC-13EE47F,demo_samples,ERR5557688
CAMC-13FF684,demo_samples,ERR5552791
CAMC-13FF5F0,demo_samples,ERR5552844
CAMC-13FF727,demo_samples,ERR5552853
CAMC-13FF709,demo_samples,ERR5552805
CAMC-13FF754,demo_samples,ERR5552829
CAMC-13FF718,demo_samples,ERR5552825
CAMC-13FF5D2,demo_samples,ERR5552795
CAMC-13FF6DF,demo_samples,ERR5552823
CAMC-13FF5E1,demo_samples,ERR5552816
CAMC-13FF648,demo_samples,ERR5552797
CAMC-13FF6A2,demo_samples,ERR5552850
CAMC-13FF62A,demo_samples,ERR5552846
CAMC-13FF6C0,demo_samples,ERR5552827
CAMC-13FF7AF,demo_samples,ERR5552857
CAMC-13FF666,demo_samples,ERR5552848
CAMC-13FF657,demo_samples,ERR5552820
CAMC-13FF763,demo_samples,ERR5552855
CAMC-13FF6EE,demo_samples,ERR5552852
CAMC-13FF693,demo_samples,ERR5552793
CAMC-13FF745,demo_samples,ERR5552803
PHEC-300DBB,demo_samples,ERR5631623
PHEC-300DE8,demo_samples,ERR5628454
PHEC-300DCA,demo_samples,ERR5667621
PHEC-300DF7,demo_samples,ERR5631605
PHEC-300DD9,demo_samples,ERR5633598
PHEC-300E30,demo_samples,ERR5633311
PHEC-300E03,demo_samples,ERR5629494
CAMC-13D42DC,demo_samples,ERR5542703
